temperature,humidity,cloud_cover,solar_irradiance,sunlight_hours,panel_capacity_kw,panel_efficiency,past_avg_kwh,energy_production_kwh
27.379422752781757,35.10693774952185,95.39285770025873,46.07142299741274,6.840830624683394,6,0.8430198896702306,27.817494896064293,10.780155785755491
15.85971302788046,49.83491035354312,91.48643902204485,85.13560977955149,5.039211219460091,3,0.7916071774471699,18.637601687982897,3.6905464045647176
37.73301005196955,38.052698589006184,37.01587002554444,629.8412997445556,6.603109895427838,5,0.7782181739585642,21.913345666477262,19.423999456567426
21.469499540000424,37.090429662648056,1.5456616528867428,984.5433834711325,6.39102840638424,3,0.8195547607409973,32.935768198120236,14.260855958768087
31.56305710884955,22.21321684127197,92.83185625877253,71.68143741227473,7.695100588313299,3,0.803002834203908,24.479232805257446,6.488220361376303
22.792776902235275,56.57386003879381,42.81841483173143,571.8158516826857,7.810561905205863,4,0.8375484167776308,28.351154770420543,20.206834469799315
28.00170052944527,50.16074139373169,96.66548190436696,33.34518095633043,4.2718240586322676,4,0.7616601955447477,18.446397424032597,3.7622186415750405
28.66775698358199,23.08872507499936,96.36199770892529,36.38002291074716,6.247675687758827,5,0.896159221149925,18.845780376173416,11.264020309740648
19.621361388138176,36.71878785419669,85.300945546736,146.99054453263994,7.755159494285419,4,0.8979316116719405,15.817372325329577,10.31980027414641
39.239615694113965,74.49595315799922,29.444889206958567,705.5511079304143,7.018817551480526,5,0.8547242571029618,18.37870126144329,24.90232723399959
34.37832058402786,34.37371344001835,38.50977286019253,614.9022713980747,9.138939047129934,4,0.830414454951618,20.57180678063917,24.725320210756585
38.48747353910473,28.693692325473386,85.11366715168569,148.8633284831431,7.95216178971367,3,0.7964291424429492,18.540209685534936,4.511468823629945
37.37068376069122,49.36716561665378,31.692200515627768,683.0779948437223,4.977606562488578,5,0.8720692529560423,16.774050675141112,15.92307653453961
29.94749947027713,79.13902724663603,16.94927466860925,830.5072533139075,4.423412484402579,5,0.8527096758830819,17.412717422012015,17.594016572105986
38.04685587557792,34.523316290690026,55.68012624583501,443.19873754164985,7.854515669237894,3,0.7743925409017337,24.215575360654515,11.16940371631173
17.212312551297988,60.328132844352716,93.6154774160781,63.84522583921903,4.159067863249731,5,0.8866390776740765,19.12667436811585,7.487489467351919
19.89957156047863,65.69717691972306,69.6029796674973,303.9702033250271,7.51465348764078,5,0.8733805864384754,22.28539722096151,16.682618972235726
16.13068222276345,34.25825263954398,57.0061170089365,429.93882991063504,9.641381448549746,4,0.8924699869937887,25.068345417097138,21.467997158152272
23.133258269081608,63.692980916711576,9.717649377076853,902.8235062292315,7.452845067255273,5,0.858857926258254,28.807896572587307,29.697758023159253
24.71693224223705,42.06698796315519,61.500722669916975,384.99277330083027,6.329019557239132,6,0.8420122793903685,15.786242796821979,20.616576175215222
21.783725794347397,57.938349835614765,99.00538501042632,9.946149895736722,7.859729310654119,3,0.8127364554435929,30.988207978180853,6.8965895995248285
35.718437728798236,58.01178264565368,14.008401523652402,859.915984763476,6.749517342949099,4,0.889909272503102,27.558007789818156,22.28847956389557
23.918833167339734,52.14648104448551,51.832965236373674,481.6703476362633,7.273700735895609,4,0.8799095834250612,16.635180638977438,16.136546049579497
22.023362742184517,25.4173862032645,87.73730719279554,122.62692807204456,9.648788852659152,6,0.7567828005159284,32.47157248213554,17.45437124729375
28.567402078956214,70.11814973535428,74.07686177542044,259.23138224579554,6.316615826804646,3,0.7539550461745878,33.417448010636264,6.582757173262616
18.523105624369066,39.24680389830415,69.7015740995268,302.98425900473205,9.767143382943486,3,0.8064695050317074,16.221559197097275,13.241736916096166
35.054924518850996,31.191110623991253,70.24840839871092,297.5159160128907,9.432103851736382,4,0.8715829996172749,20.537552962944076,16.851904036514796
16.863766091994272,22.446508493285833,35.94911512197552,640.5088487802449,5.174746808735779,5,0.8980914193972417,31.124025595861227,18.102648708752817
39.672173415012935,55.45357659129451,29.359184426449335,706.4081557355066,4.416167805250993,4,0.7725625336655292,29.965193807673167,14.089053392547855
34.306119232416435,60.653861710536944,80.93611554785136,190.6388445214864,4.60466800826456,3,0.8391196073028203,18.690420387127546,6.643760626925997
19.96789203835431,20.995269735671368,81.01133946791808,189.88660532081926,4.109330953909298,6,0.8071336284946532,19.186986466734204,8.663770882992663
15.13805292809006,50.72558349795686,86.70723185801037,132.92768141989632,4.56665776453557,4,0.8954871596721905,22.40944205582764,8.703911411112776
35.386535711370854,33.58974651187628,91.32405525564712,86.7594474435287,8.09804064049814,3,0.8763178384703563,24.690459703820427,7.715713868188742
32.671433596190425,58.71036742456699,51.13423988609378,488.6576011390622,4.427131890761374,4,0.8757493057066708,27.36509543060592,7.16436665055903
33.22517920102469,30.461985740299486,50.15162946871996,498.4837053128004,5.913853781762568,5,0.8203039739692456,22.378272791395446,14.633877113346141
34.281758667148644,61.456264286147956,79.82951789667752,201.70482103322485,9.069251865816728,4,0.8122229253506498,24.25069432266296,10.977641830651923
16.85111629335226,43.20412077803225,64.99639307777652,350.03606922223486,4.139631614414955,4,0.7910110607896059,29.94941876267513,6.895232024266312
23.961643213606813,76.20379932420407,70.19668772577033,298.03312274229665,8.886810895533614,3,0.7584563244976391,15.733664057811957,10.785525734054941
17.896726488128245,28.251256648759593,79.57926694361011,204.20733056389895,5.691128648640399,3,0.879708356438258,20.048738886880415,9.565931052333246
36.57758564688984,40.46398106301551,89.00053418175663,109.9946581824337,4.7089889657299375,3,0.8719351513695116,29.26699171769105,5.499585462446055
30.58245317068895,26.808411274435343,33.79951568515358,662.0048431484641,8.180422992184905,4,0.8999576509929196,32.904136753743984,22.483934448782705
23.27245062131623,75.48161709671376,37.5582952639944,624.417047360056,7.773657080679304,5,0.8994955255610858,25.233548842313322,27.451907575342307
16.588958757150593,72.64036120285886,9.3981939840869,906.018060159131,9.264832081162318,6,0.8333147558403942,25.642269705306312,40.104066470916536
22.774558042891556,35.47649766290934,57.8280140996174,421.719859003826,8.410426262823314,6,0.8653481122770765,17.14344022679552,27.18633308748878
23.12958305066868,59.59904276205074,3.5942273796742086,964.057726203258,8.820885582309092,3,0.8917148594823643,23.948247336469095,24.188018687320525
33.2401544584516,69.03333201207295,46.55980181324602,534.4019818675398,5.692207435427839,3,0.8774471086016118,25.652345329100463,8.114991573955841
30.93893678388033,53.31204869596774,54.26446347075766,457.35536529242336,5.064637262678337,4,0.7871022152614796,19.849410072694592,11.892668885133938
37.18031856440817,51.77903470136039,28.65412521282844,713.4587478717156,8.50368850984515,6,0.817581620296514,20.38486461898762,34.25383547129369
26.805373129048732,34.5111374540271,59.08332605690107,409.16673943098925,8.841008435603584,3,0.7693739122727242,22.545683262092453,11.745447455962823
17.98985614845754,25.586166068353954,3.050024993904943,969.4997500609505,9.94303085200404,5,0.8931076540888083,15.401423955554527,44.44733017048813
32.83111968057487,73.83294547719962,3.7348188749214417,962.6518112507856,6.475706061468559,5,0.840926195167632,21.441583311663564,29.956050398967108
34.019626215422434,74.02508342979982,82.26005606596583,177.39943934034176,6.232108514756699,3,0.7842964208255194,19.22896013993089,6.894812982843341
29.031929939237408,57.986087436396076,36.019064141126286,639.8093585887373,8.65847776445198,3,0.8507551026608785,21.54994704355829,17.164558894887502
34.27417949886403,40.34178746292204,12.706051265188478,872.9394873481152,6.0448212415181075,6,0.8427192360686844,17.395242636385024,27.28645219022366
27.344889909109767,40.95257447675965,52.224326005480435,477.75673994519565,9.584543953621388,6,0.803724407704926,32.8105456147979,28.853172234737272
28.06832073454985,63.557340732214364,76.99935530986109,230.00644690138915,9.15047651105807,4,0.7670336388299444,26.871849071080973,14.908739070388288
25.68852545896374,73.82661559715463,21.582102749684317,784.1789725031568,6.5739641642501105,6,0.85073597933892,28.582046382889793,27.444025498317394
15.63547816860238,73.22518545590704,62.28904758190003,377.10952418099976,8.505226406748985,5,0.828046155135569,30.783424772146766,20.698138721745096
17.69728567483261,66.79253275145743,8.5347464993768,914.652535006232,8.527257244508094,5,0.8658477587603459,24.968843978581145,34.09955836642818
